direccion|precio_uf|metros_cuadrados|dormitorios|banios|latitude|longitude|url
Av. Vicuña Mackenna / Ñuble, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|1950|50|2|1|-33.4664034|-70.6270115|https://www.portalinmobiliario.com/MLC-2381874446-av-vicuna-mackenna-nuble-_JM#position=18&search_layout=grid&type=item&tracking_id=ef370f69-7c20-4ba1-821a-216af5d8a91d
Departamento Aven. Vic. Mackenna, Santiago, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2123|50|2|1|-33.4664034|-70.6270115|https://www.portalinmobiliario.com/MLC-1476108729-departamento-aven-vic-mackenna-santiago-15557-_JM#position=28&search_layout=grid&type=item&tracking_id=9af62994-e79b-4457-975c-89d4169b2d42
García Reyes/erasmo Escala, Parque Los Reyes, Santiago, RM (Metropolitana)|1600|30|1|1|-33.4322285|-70.6713794|https://www.portalinmobiliario.com/MLC-2338437144-departamento-garcia-reyeserasmo-escala-_JM#position=25&search_layout=grid&type=item&tracking_id=4c07cd07-fca8-4332-b038-41038ab571cb
Roberto Espinoza & Cóndor, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|1478|32|1|1|-33.4510003|-70.6537695|https://www.portalinmobiliario.com/MLC-1464000821-departamento-parque-almagro-stgo-centro-_JM#position=36&search_layout=grid&type=item&tracking_id=305f70e3-0de5-4b1b-b907-be6a325020f6
Cueto 1 - 300, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)|1800|60|2|1|-33.445231|-70.671866|https://www.portalinmobiliario.com/MLC-1472549365-amplio-departamento-en-cueto-barrio-yungay-_JM#position=34&search_layout=grid&type=item&tracking_id=28182483-46bd-4b78-b26d-8f3e955d1a32
"Frente A Parque Portales | Agustinas, Barrio Yungay, Santiago, RM (Metropolitana)"|2800|50|2|2|-33.4430852|-70.6752256|https://www.portalinmobiliario.com/MLC-1452069163-acogedor-y-luminoso-departamento-2d-2b-plaza-portales-_JM#position=9&search_layout=grid&type=item&tracking_id=28182483-46bd-4b78-b26d-8f3e955d1a32
Rafael Sotomayor 300 - 600, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)|1850|33|1|1|-33.4387474|-70.6736568|https://www.portalinmobiliario.com/MLC-2378548766-luminoso-departamento-en-santiago-centro-1d-1b-_JM#position=31&search_layout=grid&type=item&tracking_id=f308d7ef-fe25-4a32-9fd8-612f2e0d33a1
Sargento Aldea Cruce Con Zenteno, Parque O'Higgins, Santiago, RM (Metropolitana)|2900|56|3|2|-33.4687803|-70.6490745|https://www.portalinmobiliario.com/MLC-2295759996-departamento-en-venta-de-3-dorm-en-santiago-_JM#position=24&search_layout=grid&type=item&tracking_id=ab73074f-879e-47ba-97fc-3ac57689706a
Santiago, Barrio Diez de Julio, Santiago, RM (Metropolitana)|2587|62|3|1|-33.4564187|-70.6433213|https://www.portalinmobiliario.com/MLC-1449940989-departamento-en-venta-_JM#position=6&search_layout=grid&type=item&tracking_id=b94d8405-e9dd-4e59-9bff-ba9a3e095377
Santa Elena 1722, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|3300|55|3|2|-33.4663656|-70.6278835|https://www.portalinmobiliario.com/MLC-1478435641-hermoso-departamento-a-pasos-del-metro-nuble-_JM#position=37&search_layout=grid&type=item&tracking_id=ef370f69-7c20-4ba1-821a-216af5d8a91d
Parque Almagro, San Diego, Santiago, RM (Metropolitana)|2690|31|1|1|-33.4529799|-70.6486181|https://www.portalinmobiliario.com/MLC-1469896207-parque-almagro-_JM#position=13&search_layout=grid&type=item&tracking_id=fd97811e-d002-470c-ac7f-054d1c8a50ab
Avenida Ejército Libertador 631, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)|2822|50|2|1|-33.4547466|-70.6603899|https://www.portalinmobiliario.com/MLC-2369892136-se-vende-depto-2d1best-en-santiago-centro-_JM#position=24&search_layout=grid&type=item&tracking_id=b05586f8-2e03-41b0-89b8-331f8affd440
Libertad 1439, Santiago, Chile, Parque Los Reyes, Santiago, RM (Metropolitana)|2100|48|2|2|-33.4282082|-70.6753154|https://www.portalinmobiliario.com/MLC-2357137296-vendo-depto-2d-y-2b-parque-los-reyes-remodelado-_JM#position=27&search_layout=grid&type=item&tracking_id=1a136d2e-b24f-4d7c-b8ab-c2d2b0471a40
Metro Parque O, Parque O'Higgins, Santiago, RM (Metropolitana)|1950|32|1|1|-33.465072|-70.652978|https://www.portalinmobiliario.com/MLC-2180971004-departamento-en-venta-en-santiago-_JM#position=40&search_layout=grid&type=item&tracking_id=c3a18045-1d9b-4749-8ce3-9d0bd15942de
Rosas 3286, Barrio Yungay, Santiago, RM (Metropolitana)|1765|33|1|1|-33.4375038|-70.6797943|https://www.portalinmobiliario.com/MLC-1447974527-oportunidad-departamento-metro-quinta-normal-_JM#position=6&search_layout=grid&type=item&tracking_id=da4bba1b-0849-4dc7-a699-7f14cdbb36d3
Perez Freire Con Rondizonni, Parque O'Higgins, Santiago, RM (Metropolitana)|2700|45|1|1|-33.4703175|-70.6609511|https://www.portalinmobiliario.com/MLC-1436240287-se-vende-depto-en-condominio-1d-1b-y-b-linda-y-despejada-_JM#position=34&search_layout=grid&type=item&tracking_id=e2e8c48d-6a91-468a-82a9-3a69cd776ba6
General Mackenna 1555, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2470|35|1|1|-33.433228|-70.659729|https://www.portalinmobiliario.com/MLC-1437564951-edificio-general-mackenna-1-est-vista-sur-piso-6-_JM#position=45&search_layout=grid&type=item&tracking_id=34983efa-9680-42f4-9f81-377a79c05b49
Martinez De Rozas / Cumming. Dn, Parque Los Reyes, Santiago, RM (Metropolitana)|1950|33|1|1|-33.4339508|-70.6696675|https://www.portalinmobiliario.com/MLC-2376678920-excelente-nuevo-1d1b-33-mts-metro-cumming-dn-_JM#position=37&search_layout=grid&type=item&tracking_id=64df58f2-3ec4-45f4-8a50-e80c8a66a26a
Carmen 90, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|3499|36|1|1|-33.4442018|-70.642708|https://www.portalinmobiliario.com/MLC-1475195567-a-pasos-metro-santa-lucia-comodo-departamento-con-est-_JM#position=36&search_layout=grid&type=item&tracking_id=5de835be-8d08-4808-b8ad-98bffbb400d6
Santa Victoria 340, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|1900|32|1|1|-33.4476496|-70.6369396|https://www.portalinmobiliario.com/MLC-1454414279-dpto-1d1b-santa-victoria-rauli-av-portugal-_JM#position=24&search_layout=grid&type=item&tracking_id=1e42c180-41da-4212-b00e-acbbdb134c33
Copiapó, Parque Almagro, Santiago, RM (Metropolitana)|1800|32|1|1|-33.4566164|-70.655479|https://www.portalinmobiliario.com/MLC-2377944148-departamento-en-venta-de-1-dorm-en-santiago-_JM#position=16&search_layout=grid&type=item&tracking_id=f84434bd-34c7-4ec3-890a-7a818ed850a6
Lord Cochrane, Parque O'Higgins, Santiago, RM (Metropolitana)|3493|67|3|2|-33.4613067|-70.6532446|https://www.portalinmobiliario.com/MLC-1464847625-departamento-lord-cochrane-id-112550-_JM#position=6&search_layout=grid&type=item&tracking_id=c387fd51-ec6e-4a4e-9857-2b3350d793a3
Inversionistas, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1900|40|1|1|-33.4426553|-70.6592204|https://www.portalinmobiliario.com/MLC-2381891708-inversionistas-27321-_JM#position=24&search_layout=grid&type=item&tracking_id=63c47a80-3763-4db2-a1b3-817ccd1539f1
San Martín 870, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1420|28|1|1|-33.4337903|-70.659152|https://www.portalinmobiliario.com/MLC-2212098206-acogedor-depto-1d-1b-centro-santiago-_JM#position=48&search_layout=grid&type=item&tracking_id=49943384-f989-4205-b91b-6e8f87608dc8
Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2450|55|2|2|-33.4431|-70.65989|https://www.portalinmobiliario.com/MLC-2325766110-oportunidad-inversionistas-centro-santiago-_JM#position=40&search_layout=grid&type=item&tracking_id=ecdb45d2-9a53-4d84-9596-557b47614778
Mapocho, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1890|29|1|1|-33.4321176|-70.6591836|https://www.portalinmobiliario.com/MLC-2117634982-departamento-mapocho-id-49624-_JM#position=2&search_layout=grid&type=item&tracking_id=5ef97249-5004-442d-af04-66956ff68288
Santa Victoria 562, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|2539|0|1|1|-33.4489562|-70.6428838|https://www.portalinmobiliario.com/MLC-1441859093-vendo-departamento-santiago-centro-_JM#position=45&search_layout=grid&type=item&tracking_id=6e3b6d58-9d4d-4192-9f0c-0de757ab7d35
Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|1773|37|2|1|-33.463648|-70.641637|https://www.portalinmobiliario.com/MLC-2366516350-departamento-2d-1b-barrio-victoria-santiago-_JM#position=39&search_layout=grid&type=item&tracking_id=4a18d21b-0402-4b2f-b67f-ba6ae8f22203
Serrano, Bulnes, Santiago, RM (Metropolitana)|2174|49|1|1|-33.4480918|-70.6484007|https://www.portalinmobiliario.com/MLC-1442309975-departamento-serrano-id-49810-_JM#position=45&search_layout=grid&type=item&tracking_id=52c66a21-3a5f-4481-aa8b-cc047b745c78
Celia Solar 43, 0, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2050|36|1|1|-33.469242|-70.629104|https://www.portalinmobiliario.com/MLC-2287414958-dpto-1hab-1-bano-cercano-a-metro-nuble-y-rodrigo-de-araya-_JM#position=23&search_layout=grid&type=item&tracking_id=14e0d470-229c-4585-a472-1cb8dec6b125
Sargento Aldea, Parque O'Higgins, Santiago, RM (Metropolitana)|2600|42|2|1|-33.4687803|-70.6490745|https://www.portalinmobiliario.com/MLC-1475925435-santiago-centro-vendo-depto-2-dormitorios-bod-y-est-_JM#position=10&search_layout=grid&type=item&tracking_id=c273fbd6-b709-4412-9c1d-d22dd3c0c8e5
General Mackenna 1555, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2500|30|1|1|-33.433228|-70.659729|https://www.portalinmobiliario.com/MLC-1437564993-edificio-general-mackenna-vista-poniente-piso-2-_JM#position=29&search_layout=grid&type=item&tracking_id=3699db9e-8e7e-4aa9-8e0a-fe4f61e1f83b
José Miguel Carrera, 359, Ejército - Toesca, Santiago, RM (Metropolitana)|3900|8|2|2|-33.451871|-70.663226|https://www.portalinmobiliario.com/MLC-1466915203-depto-2-dormit-2-banos-estac-y-bodega-_JM#position=39&search_layout=grid&type=item&tracking_id=861e6a3f-e77a-4c7e-bc20-867c51f8dae7
Metro Irarrazabal, Barrio Diez de Julio, Santiago, RM (Metropolitana)|4970|69|2|2|-33.4541846|-70.6313885|https://www.portalinmobiliario.com/MLC-1460987401-departamento-en-venta-de-2-dorm-en-santiago-_JM#position=16&search_layout=grid&type=item&tracking_id=b9c42142-432a-4b34-879f-6f4a7bb0a619
Presidente Bulnes, Parque Almagro, Santiago, RM (Metropolitana)|2750|44|0|1|-33.4505336|-70.6526947|https://www.portalinmobiliario.com/MLC-1475646413-departamento-en-venta-en-avenida-bulnes-cerca-metro-moneda-_JM#position=1&search_layout=grid&type=item&tracking_id=d055177d-acc3-4715-9fd0-810727db43a5
Moneda 1617, Depto 1301, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1612|32|1|1|-33.4426553|-70.6592204|https://www.portalinmobiliario.com/MLC-2216353914-depto-moneda-1617-depto-1301-comuna-santiago-_JM#position=17&search_layout=grid&type=item&tracking_id=be84efed-8c56-4731-8f66-f7d3471098e6
Sargento Aldea 1156, Santiago, Chile, Parque O'Higgins, Santiago, RM (Metropolitana)|2290|43|2|2|-33.4687875|-70.6491205|https://www.portalinmobiliario.com/MLC-2376675734-se-vende-departamento-recien-remodelado-sargento-aldea-_JM#position=24&search_layout=grid&type=item&tracking_id=2dce33c9-a2a7-41d4-97a7-44a2755aa8c2
Eleuterio Ramírez 1070, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|3300|60|2|1|-33.4493272|-70.6504496|https://www.portalinmobiliario.com/MLC-2063129294-excelente-departamento-a-pasos-de-estacion-de-metro-almagro-_JM#position=48&search_layout=grid&type=item&tracking_id=479a64ac-b4db-4747-96ed-f9eeb769ac5b
Lira 1 - 300, Santiago, Chile, Santa Isabel, Santiago, RM (Metropolitana)|4000|85|3|2|-33.4463733|-70.63985|https://www.portalinmobiliario.com/MLC-1438447475-departamento-en-venta-calle-lira-santiago-_JM#position=36&search_layout=grid&type=item&tracking_id=ae078f09-9f02-426a-a7a3-c76c48996a6a
San Isidro Est Y Bod Impecable, Santa Isabel, Santiago, RM (Metropolitana)|3500|50|2|2|-33.44811|-70.6436072|https://www.portalinmobiliario.com/MLC-2352614862-san-isidro-est-y-bod-impecable-_JM#position=14&search_layout=grid&type=item&tracking_id=50919d6c-0457-45fd-b52c-646022aa7f6f
Depto 33m2 Av Vicuña Mackenna Con Ñuble, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2458|33|1|1|-33.4676757|-70.6267848|https://www.portalinmobiliario.com/MLC-2383629886-depto-33m2-a-pasos-del-metro-nuble-_JM#position=9&search_layout=grid&type=item&tracking_id=5228b278-2f1a-4ecf-86ff-04dc450ac31b
Tarapaca Con Nataniel Cox, Bulnes, Santiago, RM (Metropolitana)|2500|52|2|1|-33.4476764|-70.6538842|https://www.portalinmobiliario.com/MLC-1474186351-tarapaca-con-nataniel-cox-_JM#position=30&search_layout=grid&type=item&tracking_id=bee465cf-4ccd-4bdc-903b-e16c93170401
En Venta Departamento En 4º Piso Con Estacionamiento Y Bodega. Sector San Isidro, San Diego, Santiago, RM (Metropolitana)|1787|35|1|1|-33.4491744|-70.6466463|https://www.portalinmobiliario.com/MLC-1459120869-departamento-en-venta-de-1-dorm-en-santiago-_JM#position=38&search_layout=grid&type=item&tracking_id=19c2411a-352c-4da1-8518-8ed69b0a4822
San Isidro 635, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)|1290|24|1|1|-33.4520413|-70.6426531|https://www.portalinmobiliario.com/MLC-2297987850-vendo-dpto-tipo-estudio-_JM#position=29&search_layout=grid&type=item&tracking_id=b7926041-5dfe-4da6-8510-47a42ad4baa0
Huérfanos / Amunategui, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|4000|70|3|2|-33.4403299|-70.6567817|https://www.portalinmobiliario.com/MLC-2336557268-huerfanos-amunategui-_JM#position=24&search_layout=grid&type=item&tracking_id=49943384-f989-4205-b91b-6e8f87608dc8
Metro Santa Lucia, Santa Isabel, Santiago, RM (Metropolitana)|4650|35|1|1|-33.4456381|-70.645078|https://www.portalinmobiliario.com/MLC-1474894719-pack-2-deptos-i-1d-1b-i-arrendados-i1e-i-metro-santa-lucia-_JM#position=22&search_layout=grid&type=item&tracking_id=0cff10d3-ad9e-426c-8e39-0f3eaeb5a0f1
Avenida Santa Isabel 951, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|1935|30|1|1|-33.4508274|-70.6485489|https://www.portalinmobiliario.com/MLC-1472411727-metro-parque-almagro-_JM#position=36&search_layout=grid&type=item&tracking_id=13777f65-dacc-4b37-b57f-c538378a588b
Catedral Ex Congreso Con Est Y Bod Oportunidad, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3280|81|3|2|-33.4376944|-70.6539835|https://www.portalinmobiliario.com/MLC-1453743413-catedral-ex-congreso-con-est-y-bod-oportunidad-_JM#position=24&search_layout=grid&type=item&tracking_id=34983efa-9680-42f4-9f81-377a79c05b49
Ricardo Cumming 189, Santiago, Chile, Barrio Brasil, Santiago, RM (Metropolitana)|5000|100|3|2|-33.439904|-70.6649384|https://www.portalinmobiliario.com/MLC-1476431881-venta-de-departamento-100-m2-barrio-brasil-_JM#position=24&search_layout=grid&type=item&tracking_id=eb609bb0-7d42-4cfe-86bb-e04898ff9373
Barrio Lastarria, Barrio Lastarria, Santiago, RM (Metropolitana)|2993|37|1|1|-33.4393983|-70.6414072|https://www.portalinmobiliario.com/MLC-1460225445-barrio-lastarria-_JM#position=4&search_layout=grid&type=item&tracking_id=6b3fb110-652b-47a5-8704-cc0807131d52
Avenida Vicuña Mackenna, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2633|58|3|2|-33.457366|-70.6295542|https://www.portalinmobiliario.com/MLC-1475366865-avenida-vicuna-mackenna-3324-_JM#position=12&search_layout=grid&type=item&tracking_id=a11edb7b-3bc9-4633-9be9-e327f6fae84a
Vergara 726, Santiago, Chile, Ejército - Toesca, Santiago, RM (Metropolitana)|2170|40|1|1|-33.455932|-70.6609476|https://www.portalinmobiliario.com/MLC-2063378944-atencion-inversionistaespectacular-y-moderno-departamento-_JM#position=47&search_layout=grid&type=item&tracking_id=d9cf5051-2805-4736-81f7-3a7a95513857
Paseo Bulnes, Santiago, Chile, Bulnes, Santiago, RM (Metropolitana)|3762|87|2|1|-33.4486969|-70.6527424|https://www.portalinmobiliario.com/MLC-2237268766-departamento-uso-oficina-o-consulta-paseo-bulnes-santiago-_JM#position=30&search_layout=grid&type=item&tracking_id=df1cd368-12f0-449b-8dfa-a60cad47a1e6
Metro Santa Ana - Mall - Casco Histórico - Autopistas, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|1890|40|1|1|-33.4344762|-70.6603056|https://www.portalinmobiliario.com/MLC-2385935208-departamento-1-dorm-terraza-y-conexion-a-lavadora-en-venta-_JM#position=18&search_layout=grid&type=item&tracking_id=639627b8-21bf-4ce6-8397-438f5bbf7f80
General Mackenna/ Bandera, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3500|74|2|2|-33.433045|-70.6550931|https://www.portalinmobiliario.com/MLC-1463465999-departamento-en-venta-en-santiago-_JM#position=28&search_layout=grid&type=item&tracking_id=8c555f80-a5b5-4edc-a367-4bf34d2a90d0
Parque Forestal / Ismael Valdes Vergara, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|6719|108|2|2|-33.4342471|-70.6457932|https://www.portalinmobiliario.com/MLC-2121683698-parque-forestal-ismael-valdes-vergara-_JM#position=1&search_layout=grid&type=item&tracking_id=ecdb45d2-9a53-4d84-9596-557b47614778
Avenida Portugal 990, Santiago Centro, Santiago, Chile, Barrio Diez de Julio, Santiago, RM (Metropolitana)|3500|60|3|2|-33.4550149|-70.6334595|https://www.portalinmobiliario.com/MLC-2167435944-3-dorm-2-banos-estac-en-santiago-metro-irarrazaval-_JM#position=29&search_layout=grid&type=item&tracking_id=f96ba0b0-3de0-4104-8e3c-5e6c8dd0cf46
Nataniel Cox 300 - 600, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|4000|90|3|2|-33.450247|-70.6533055|https://www.portalinmobiliario.com/MLC-2297963832-hermoso-departamento-metro-moneda-parque-almagro-y-toesca-_JM#position=1&search_layout=grid&type=item&tracking_id=9093ed2b-eb0d-4d38-96d9-198b69677791
Moderno Depto 2 Dormitorios 2 Baños, Bulnes, Santiago, RM (Metropolitana)|2400|48|2|2|-33.4475242|-70.6467649|https://www.portalinmobiliario.com/MLC-1476475237-moderno-depto-2-dormitorios-2-banos-_JM#position=19&search_layout=grid&type=item&tracking_id=5991b0a2-9c87-4b6d-a62d-b9638dc74856
Monjitas 300 - 600, Santiago, Chile, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|3000|52|2|2|-33.4365009|-70.644932|https://www.portalinmobiliario.com/MLC-1478083891-metro-bellas-artes-excelente-ubicacion-bajo-tasacion-_JM#position=13&search_layout=grid&type=item&tracking_id=94019c35-55f3-434e-8982-8336f48c2228
Diagonal Vicuña Mackenna 2004, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|3400|60|2|2|-33.4700254|-70.6258256|https://www.portalinmobiliario.com/MLC-2068628080-diagonal-vicuna-mackenna-2004-metro-nuble-_JM#position=47&search_layout=grid&type=item&tracking_id=702cf2da-f4c2-4d0e-bdbd-db67b33318f6
Juan Martínez De Rozas 2375, Santiago, Chile, Parque Los Reyes, Santiago, RM (Metropolitana)|2200|36|1|1|-33.4337087|-70.6707111|https://www.portalinmobiliario.com/MLC-2297221736-oportunidad-de-adquirir-tu-hogar-en-martinez-de-rozas-2375-_JM#position=35&search_layout=grid&type=item&tracking_id=4c07cd07-fca8-4332-b038-41038ab571cb
San Francisco, Bulnes, Santiago, RM (Metropolitana)|1795|39|1|1|-33.4473122|-70.6469739|https://www.portalinmobiliario.com/MLC-2381806942-departamento-en-venta-de-1-dorm-en-santiago-_JM#position=38&search_layout=grid&type=item&tracking_id=5ab6efbd-9e95-404b-aebf-e4f9c54ab53d
Teatinos/catedral, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|7000|125|2|1|-33.4373262|-70.6554439|https://www.portalinmobiliario.com/MLC-2209832252-departamento-tipo-loft-en-venta-de-2-dorm1bano-en-santiago-_JM#position=44&search_layout=grid&type=item&tracking_id=8347844a-839a-46b3-8614-b81ba32195e1
Zenteno/ Tarapacá, Bulnes, Santiago, RM (Metropolitana)|4105|73|3|2|-33.4473094|-70.6525308|https://www.portalinmobiliario.com/MLC-2276173012-venta-departamento-3-dorm-en-santiago-_JM#position=33&search_layout=grid&type=item&tracking_id=f24f6532-afea-4963-9918-2c229fe3edb6
Morande / Rosas, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|4000|52|2|2|-33.4352592|-70.65428|https://www.portalinmobiliario.com/MLC-1441340803-departamento-en-venta-de-2-dorm-mariposa-_JM#position=27&search_layout=grid&type=item&tracking_id=8c555f80-a5b5-4edc-a367-4bf34d2a90d0
Santa Isabel 900 - 1200, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|6000|95|1|1|-33.4507587|-70.6486377|https://www.portalinmobiliario.com/MLC-1465828147-loft-en-ultimo-piso-con-vista-semi-panoramica-piso-nuevo-_JM#position=3&search_layout=grid&type=item&tracking_id=b6b4d04f-7990-445d-a5ec-51f01f59d8d1
Huérfanos / Amunategui, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|4000|70|3|2|-33.4403299|-70.6567817|https://www.portalinmobiliario.com/MLC-2117699662-departamento-huerfanos-amunategui-id-84734-_JM#position=36&search_layout=grid&type=item&tracking_id=52c66a21-3a5f-4481-aa8b-cc047b745c78
Avenida Santa Rosa 835, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|3359|48|2|1|-33.4550879|-70.6440143|https://www.portalinmobiliario.com/MLC-1475773179-dpto-excelente-ubicacion-con-buena-movilizacion-_JM#position=41&search_layout=grid&type=item&tracking_id=0622dfbd-7753-4981-b918-d3fdfe03f135
Alameda/rodulfo Phillipi, Meiggs, Santiago, RM (Metropolitana)|1478|34|1|1|-33.4504177|-70.6737139|https://www.portalinmobiliario.com/MLC-1450410857-venta-departamento-studio-remodelado-estacion-central-_JM#position=13&search_layout=grid&type=item&tracking_id=9e665fc8-d93e-4666-bbb6-ff4de9ad472f
Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|2400|0|3|2|-33.466322|-70.628109|https://www.portalinmobiliario.com/MLC-2276083196-departamento-3d-2b-bod-metro-nuble-_JM#position=14&search_layout=grid&type=item&tracking_id=4aad1e5b-ef77-4198-82c2-2fbed9ffeb76
Eyzaguirre 766, Santiago Centro, Santiago, Chile, San Diego, Santiago, RM (Metropolitana)|1500|29|1|1|-33.4521051|-70.6458899|https://www.portalinmobiliario.com/MLC-1466764151-1-dormitorio-1-bano-en-santiago-metro-parque-almagro-_JM#position=43&search_layout=grid&type=item&tracking_id=b1a63316-4ad1-4d30-bb63-4d97a68b3f3c
Avda Brasil 453, Barrio República, Santiago, RM (Metropolitana)|3090|55|2|2|-33.4529256|-70.6686261|https://www.portalinmobiliario.com/MLC-1444139847-departamento-con-estacionamientos-y-bodega-_JM#position=12&search_layout=grid&type=item&tracking_id=319a118d-4a66-464a-abf2-7887ae2971a1
Carmen, Santa Isabel, Santiago, RM (Metropolitana)|2240|29|1|1|-33.4444238|-70.6427232|https://www.portalinmobiliario.com/MLC-2117687256-departamento-carmen-id-38532-_JM#position=6&search_layout=grid&type=item&tracking_id=b61a227c-11e1-43a5-8f75-1d77877e37d2
Catedral - Amunategui, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2956|60|1|1|-33.4381663|-70.6567133|https://www.portalinmobiliario.com/MLC-1442083889-catedral-amunategui-_JM#position=22&search_layout=grid&type=item&tracking_id=ecdb45d2-9a53-4d84-9596-557b47614778
Avenida Portales 2895, Santiago, Chile, Barrio Yungay, Santiago, RM (Metropolitana)|3476|59|3|2|-33.4430852|-70.6752256|https://www.portalinmobiliario.com/MLC-2330247738-edificio-diego-portales-dpto-203-santiago-_JM#position=28&search_layout=grid&type=item&tracking_id=555da293-94ea-4d7a-8a9e-13990a6993fc
Avenida Vicuña Mackenna 1433, Santiago, Chile, Bogotá - Sierra Bella, Santiago, RM (Metropolitana)|3870|62|3|2|-33.4611382|-70.6285976|https://www.portalinmobiliario.com/MLC-2323013176-estupendo-departamento-3d2b-a-pasos-al-metro-nuble-_JM#position=34&search_layout=grid&type=item&tracking_id=eeb6179b-87eb-4089-b4ec-1c78b2c2e104
Merced 562, Centro Histórico de Santiago, Santiago, RM (Metropolitana)|2490|36|1|1|-33.4379503|-70.644893|https://www.portalinmobiliario.com/MLC-1477568705-venta-departamento-1-habitacion-huerfanos-5142-_JM#position=26&search_layout=grid&type=item&tracking_id=aac85dc0-0398-4d2c-a6c8-59d24ba23bb7
Lord Cochrane, Parque Almagro, Santiago, RM (Metropolitana)|2050|39|1|1|-33.4589256|-70.653753|https://www.portalinmobiliario.com/MLC-1442314313-departamento-lord-cochrane-id-94324-_JM#position=46&search_layout=grid&type=item&tracking_id=52c66a21-3a5f-4481-aa8b-cc047b745c78
Av. Manuel Antonio Matta 747, San Diego, Santiago, RM (Metropolitana)|2295|31|1|1|-33.458263|-70.644165|https://www.portalinmobiliario.com/MLC-1437628781-edificio-av-manuel-antonio-matta-1-bod-vista-sur-piso-6-_JM#position=37&search_layout=grid&type=item&tracking_id=3feece92-1d5a-4cdc-b4f3-c240013cad42
San Ignacio De Loyola 874, Santiago, Chile, Parque Almagro, Santiago, RM (Metropolitana)|2150|46|2|1|-33.4573662|-70.655348|https://www.portalinmobiliario.com/MLC-2331494566-san-ignacio-loyola-coquimbo-2d-1-b-estac-y-bodega-_JM#position=41&search_layout=grid&type=item&tracking_id=d055177d-acc3-4715-9fd0-810727db43a5
Santa Rosa/eleuterio Ramirez, Bulnes, Santiago, RM (Metropolitana)|3386|62|2|2|-33.4476264|-70.6455195|https://www.portalinmobiliario.com/MLC-2134294226-venta-departamento-de-2-dorm-2-banos-en-santiago-_JM#position=8&search_layout=grid&type=item&tracking_id=fa1f1fc1-4e3b-4900-8fb6-8e7997f099b7
San Francisco / Parque Almagro, San Diego, Santiago, RM (Metropolitana)|3650|73|3|2|-33.4509003|-70.6468593|https://www.portalinmobiliario.com/MLC-2094021364-departamento-en-venta-en-santiago-_JM#position=21&search_layout=grid&type=item&tracking_id=72e2b5c7-ee9b-47b9-b4be-5de6ade046d0
Pz- Portugal / Sta Isabel, Santa Isabel, Santiago, RM (Metropolitana)|2750|48|2|2|-33.4476619|-70.6351796|https://www.portalinmobiliario.com/MLC-2361555676-depto-2d432b-portugal-sta-isabel-4548m2-_JM#position=30&search_layout=grid&type=item&tracking_id=5de835be-8d08-4808-b8ad-98bffbb400d6
